,memory_growth,logical_devices,core_freq,gpu_freq,emc_freq,num_cores,scheduler.policy,vm.swappiness,vm.vfs_cache_pressure,vm.dirty_background_ratio,vm.drop_caches,vm.nr_hugepages,vm.overcommit_ratio,vm.overcommit_memory,vm.overcommit_hugepages,kernel.sched_child_runs_first,kernel.sched_rt_runtime_us,vm.dirty_bytes,vm.dirty_background_bytes,vm.dirty_ratio,swap_memory,kernel.max_pids,kernel.sched_latency_ns,kernel.sched_nr_migrate,kernel.cpu_time_max_percent,kernel.sched_time_avg_ms,total_energy_consumption,bug_id,baseline
0,0.5,1.0,1651200.0,1651200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,60,1.0,2.0,0.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256,50.0,1000.0,70637,28,encore
0,0.5,2.0,499200.0,499200.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,59526,0.0,bugdoc
0,0.5,2.0,1420800.0,1804800.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,54622,0.0,bugdoc
0,0.5,2.0,499200.0,1804800.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,56211,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,600000000.0,2.0,0.0,100.0,500.0,10.0,0.0,1.0,50.0,1.0,2.0,0.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,128.0,100.0,1000.0,58033,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,0.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,128.0,100.0,1000.0,56043,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,1866000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,0.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,56337,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,128.0,100.0,1000.0,57210,0.0,bugdoc
0,0.5,2.0,499200.0,499200.0,1866000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,0.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,52731,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,1866000000.0,3.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,57169,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,408000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,58160,0.0,bugdoc
0,0.5,2.0,499200.0,1804800.0,600000000.0,1.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,53879,0.0,bugdoc
0,0.5,2.0,2188800.0,1804800.0,408000000.0,1.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,56092,0.0,bugdoc
0,0.5,2.0,2265600.0,499200.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,56152,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,1866000000.0,1.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,58535,0.0,bugdoc
0,0.5,2.0,2188800.0,499200.0,1866000000.0,1.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,128.0,100.0,1000.0,59618,0.0,bugdoc
0,0.5,2.0,2265600.0,499200.0,1866000000.0,1.0,0.0,100.0,500.0,80.0,0.0,1.0,50.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,24000000.0,128.0,100.0,1000.0,58204,0.0,bugdoc
0,0.9,1.0,1420800.0,1804800.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,58504,1.0,bugdoc
0,0.9,1.0,499200.0,499200.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,64163,1.0,bugdoc
0,0.9,1.0,499200.0,1804800.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,60503,1.0,bugdoc
0,0.9,1.0,1804800.0,499200.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,58570,1.0,bugdoc
0,0.9,1.0,499200.0,499200.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,0.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,65444,1.0,bugdoc
0,0.9,1.0,499200.0,499200.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,60553,1.0,bugdoc
0,0.9,1.0,1881600.0,268800.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,58960,1.0,bugdoc
0,0.9,1.0,1881600.0,268800.0,2133000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,61483,1.0,bugdoc
0,0.9,1.0,1881600.0,268800.0,2133000000.0,2.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,65555,1.0,bugdoc
0,0.9,1.0,2265600.0,1804800.0,2133000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,60957,1.0,bugdoc
0,0.9,1.0,1881600.0,268800.0,2133000000.0,2.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,1.0,1.0,1.0,500000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,58756,1.0,bugdoc
0,0.9,1.0,1881600.0,268800.0,2133000000.0,1.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,61788,1.0,bugdoc
0,0.5,2.0,1344000.0,1804800.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,58467,2.0,bugdoc
0,0.5,1.0,1420800.0,499200.0,600000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,59032,2.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,32768.0,24000000.0,128.0,50.0,1000.0,56920,2.0,bugdoc
0,0.5,2.0,499200.0,499200.0,800000000.0,4.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,54870,2.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,600000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,500000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,60119,2.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,60075,2.0,bugdoc
0,0.5,2.0,1344000.0,499200.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,58285,2.0,bugdoc
0,0.5,2.0,499200.0,499200.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,54987,2.0,bugdoc
0,0.5,2.0,499200.0,268800.0,800000000.0,2.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,62043,2.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,408000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,57386,2.0,bugdoc
0,0.5,1.0,499200.0,499200.0,800000000.0,4.0,0.0,60.0,500.0,80.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,59421,2.0,bugdoc
0,0.5,2.0,1344000.0,2265600.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,60391,2.0,bugdoc
0,0.5,2.0,1344000.0,499200.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,500000.0,60.0,30.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,58362,2.0,bugdoc
0,0.5,1.0,1420800.0,499200.0,408000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,61849,2.0,bugdoc
0,0.5,1.0,499200.0,499200.0,800000000.0,4.0,0.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,61736,2.0,bugdoc
0,0.5,2.0,499200.0,2265600.0,800000000.0,4.0,0.0,60.0,500.0,10.0,0.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,1000.0,56751,2.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,60691,3.0,bugdoc
0,0.5,2.0,1804800.0,499200.0,204000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,63324,3.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,1866000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,66029,3.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,600000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,68494,3.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,67915,3.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,62378,3.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,63735,3.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,600000000.0,3.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,60610,3.0,bugdoc
0,0.5,2.0,115200.0,268800.0,600000000.0,2.0,0.0,60.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,66014,3.0,bugdoc
0,0.5,2.0,115200.0,268800.0,600000000.0,3.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,64678,3.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,204000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,67760,3.0,bugdoc
