,core0_status,core1_status,core2_status,core3_status,core_freq,gpu_freq,emc_freq,inference_time,total_energy_consumption,gpu_energy_consumption,cpu_energy_consumption,total_temp,gpu_temp,cpu_temp,scheduler.policy,vm.swappiness,vm.vfs_cache_pressure,cycles-per-instruction,cpu_utilization,context-switches,migrations,cache-miss-ratio,minor-faults,branch-miss-ratio,branch-misses,L1-dcache-load-miss-ratio,irq:irq_handler_entry,irq:irq_handler_exit,irq:softirq_raise,ext4:ext4_mark_inode_dirty,raw_syscalls:sys_enter,raw_syscalls:sys_exit,sched:sched_blocked_reason,sched:sched_migrate_task,sched:sched_process_exit,sched:sched_process_wait,sched:sched_stat_blocked,sched:sched_stat_iowait,sched:sched_stat_runtime,sched:sched_stat_sleep,sched:sched_stat_wait,sched:sched_wakeup,sched:sched_wakeup_new
0,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.3978289961815,12843.75,1465.5,4742.75,38197.91666664999,39229.16666664999,40687.5,0.0,0.0,100.0,4.037115768945332,97.75,966.5,110.0,0.039448047499268266,23784.75,0.05977211402854417,17958238.75,0.041511566763250005,1109.75,1109.75,2341.0,11.75,22725.0,22681.0,76.0,141.0,45.0,38.0,308008776.0,3389064.0,3494149584.0,46916200960.0,352607576.0,1322.0,88.0
1,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.3939943313599999,12311.0,1548.333333333333,4521.333333333333,38347.22222223334,39305.55555556667,40583.333333333336,1.0,0.0,100.0,3.9708929615331594,97.0,942.3333333333335,125.0,0.04039100393834022,24009.33333333333,0.059001573780770984,17233113.333333332,0.04092191919330859,1094.6666666666667,1094.6666666666667,2332.6666666666665,11.666666666666664,22721.33333333333,22678.0,58.0,146.0,44.33333333333334,37.0,194616394.66666663,0.0,3456693888.0,43646240309.333336,274050016.0,1293.6666666666667,86.66666666666669
2,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.3922466437023333,12362.0,1496.666666666667,4572.0,38444.44444443333,39361.1111111,40555.55555556667,0.0,0.0,500.0,3.9681462292631675,92.0,922.3333333333335,110.66666666666669,0.040385333365062025,24009.0,0.059041553712939385,17295259.333333332,0.0399871796801301,1048.3333333333333,1048.3333333333333,2315.3333333333335,11.666666666666664,22703.66666666667,22660.33333333333,79.66666666666667,134.33333333333334,44.33333333333334,37.0,258569696.0,119701.33333333331,3399808042.6666665,40005042528.0,307276437.3333333,1302.3333333333333,86.66666666666669
3,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.38804006576533334,10939.0,1370.3333333333333,4089.333333333334,38666.666666666664,39416.666666666664,40666.666666666664,1.0,0.0,500.0,3.8725572906736043,91.0,891.3333333333335,104.66666666666669,0.03772671763107706,22891.0,0.059100263127406356,16838774.666666668,0.039441930128874154,1085.3333333333333,1085.3333333333333,2277.3333333333335,11.666666666666664,22417.33333333333,22378.66666666667,55.66666666666666,139.66666666666666,39.666666666666664,33.0,216516522.66666663,0.0,3363431936.0,54868248277.333336,249207701.33333337,1208.0,77.33333333333333
4,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.393473704656,11091.333333333336,1293.6666666666667,3987.666666666666,38375.0,39500.0,40666.666666666664,0.0,100.0,100.0,3.948909980642234,91.0,901.6666666666665,109.33333333333331,0.03926406775199014,22648.66666666667,0.060467227761259706,16842167.333333332,0.03892624333944478,1054.3333333333333,1054.3333333333333,2233.3333333333335,11.666666666666664,22414.0,22375.33333333333,66.0,138.66666666666666,39.666666666666664,33.0,118975893.33333331,0.0,3319728405.3333335,38528295157.333336,264102976.0,1213.3333333333333,77.33333333333333
5,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.3887069225313333,11942.0,1344.6666666666667,4037.0,38750.0,39500.0,40916.666666666664,1.0,100.0,100.0,3.865021979064492,88.0,916.0,99.66666666666669,0.038506027618815546,22887.33333333333,0.058681078960338445,16893462.333333332,0.03938750102379333,1065.6666666666667,1065.6666666666667,2243.3333333333335,11.666666666666664,22445.0,22406.33333333333,63.66666666666666,131.66666666666666,39.666666666666664,33.0,130963253.33333331,0.0,3264185770.6666665,35580159946.666664,276730282.6666667,1235.0,77.33333333333333
6,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.3893579641980001,12387.333333333336,1522.333333333333,4572.0,38611.1111111,39444.44444443333,40916.666666666664,0.0,100.0,500.0,3.891710516086893,91.0,956.0,118.33333333333331,0.03847438979245951,23804.66666666667,0.057646281605249136,16624056.333333336,0.04019295317212605,1051.3333333333333,1051.3333333333333,2255.0,11.333333333333336,22634.0,22590.66666666667,53.33333333333334,157.0,44.33333333333334,37.0,217933877.33333337,0.0,3367142762.6666665,42802526730.666664,296780554.6666667,1286.0,86.66666666666669
7,1.0,0.0,1.0,1.0,2035200.0,854250000.0,204000000.0,0.38781944910666666,13709.333333333336,1598.333333333333,4978.666666666667,38902.77777776666,39444.44444443333,41000.0,1.0,100.0,500.0,3.977418430345555,93.0,1126.3333333333333,138.66666666666666,0.0422249092535138,24939.33333333333,0.05795012505999622,17276665.0,0.0421986948284884,1136.0,1136.0,2390.0,12.0,22986.66666666667,22939.0,58.0,187.66666666666663,48.66666666666666,41.0,284475488.0,1185002.666666667,3529045760.0,37569088490.666664,317622922.6666667,1502.333333333333,95.33333333333331
8,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13483103116366665,9413.0,1142.0,2818.0,38916.666666666664,39916.666666666664,40666.666666666664,0.0,0.0,100.0,1.8816672700255768,99.0,508.66666666666674,67.33333333333333,0.037508318842317624,20647.0,0.05305186357115893,14333845.0,0.03727500269934832,424.0,424.0,1176.0,11.333333333333336,21587.0,21557.666666666668,15.333333333333336,69.0,30.33333333333333,25.0,140266762.66666666,534570.6666666665,1416566837.3333333,16227661034.666666,56660586.66666666,640.0,58.66666666666666
9,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13413937886533334,9324.333333333334,1116.6666666666667,2767.333333333334,38583.333333333336,40166.666666666664,40833.333333333336,1.0,0.0,100.0,1.8123523691579682,89.0,477.66666666666674,63.66666666666666,0.03584334997513551,20160.666666666668,0.05173694363042181,13894720.333333336,0.037268630187080556,455.0,455.0,1157.0,11.666666666666664,21428.333333333332,21401.333333333332,29.33333333333333,67.33333333333333,28.0,23.0,47278933.33333334,494784.0,1426397600.0,28063988789.333332,53144352.0,639.0,54.0
10,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13457147280366666,9413.0,1116.6666666666667,2843.333333333334,39041.666666666664,39833.333333333336,40916.666666666664,0.0,0.0,500.0,1.831603550316043,80.0,560.6666666666666,83.66666666666667,0.03809019617437147,21507.333333333332,0.052286636760149864,13910373.666666664,0.038377665523810715,463.0,463.0,1258.3333333333333,11.333333333333336,21845.0,21811.0,35.333333333333336,82.66666666666667,35.0,29.0,51793482.66666666,479786.66666666674,1483933557.3333333,22670507424.0,78661034.66666667,729.3333333333335,68.0
11,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13455804189066667,9324.333333333334,1116.6666666666667,2742.0,39083.333333333336,40500.0,41000.0,1.0,0.0,500.0,1.8357583802264472,97.0,415.66666666666674,56.33333333333334,0.03581020843141273,19967.333333333332,0.053764012345992464,13770299.666666664,0.03450991619227187,418.0,418.0,1188.3333333333333,11.0,21319.666666666668,21292.666666666668,18.0,60.66666666666666,28.0,23.0,42618506.666666664,483882.66666666674,1387169941.3333333,23107365376.0,40884629.333333336,529.3333333333334,54.0
12,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13401341438266667,9413.0,1116.6666666666667,2792.666666666666,39125.0,40250.0,41000.0,0.0,100.0,100.0,1.8552358308448949,91.0,555.0,67.33333333333333,0.038682494241147815,21084.333333333332,0.05277993397901889,14224406.333333336,0.03961205525763483,460.0,460.0,1237.3333333333333,11.0,21701.666666666668,21670.0,25.66666666666667,80.33333333333333,32.666666666666664,27.0,47737344.0,72362.66666666669,1446993280.0,21319603498.666668,63624736.0,716.3333333333335,63.33333333333334
13,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13510974248233332,9400.333333333334,1116.6666666666667,2792.666666666666,38750.0,40333.333333333336,41166.666666666664,1.0,100.0,100.0,1.8452291700767918,80.0,491.66666666666674,67.0,0.03796112650307604,20150.333333333332,0.05369807024554647,13899997.333333336,0.03554476078340637,427.0,427.0,1175.0,11.0,21438.333333333332,21411.333333333332,35.666666666666664,71.0,28.0,23.0,44045504.0,480138.66666666674,1398178517.3333333,16766250272.0,43434336.0,647.3333333333334,54.0
14,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13458140691133333,9337.0,1167.3333333333333,2767.333333333334,39500.0,40250.0,41000.0,0.0,100.0,500.0,1.83791914624699,82.0,493.66666666666674,68.33333333333333,0.03662079272053548,20431.666666666668,0.053542997675987206,13944294.0,0.03617316897010372,440.66666666666674,440.66666666666674,1206.3333333333333,11.666666666666664,21532.333333333332,21503.0,22.66666666666667,76.33333333333333,30.33333333333333,25.0,46636650.66666666,0.0,1431486837.3333333,24996501706.666668,43094090.666666664,657.3333333333334,58.66666666666666
15,1.0,1.0,0.0,1.0,1728000.0,854250000.0,1062400000.0,0.13394665718100002,9375.0,1167.3333333333333,2792.666666666666,39250.0,40166.666666666664,41000.0,1.0,100.0,500.0,1.8416426429158579,88.0,455.0,58.66666666666666,0.03520894941711186,20756.666666666668,0.052906013687241404,13902966.333333336,0.03614444639482667,433.0,433.0,1171.6666666666667,11.333333333333336,21510.0,21480.666666666668,21.0,66.0,30.33333333333333,25.0,108331210.66666669,493472.0,1434503040.0,21608777450.666668,43940522.666666664,589.0,58.66666666666666
16,1.0,0.0,1.0,0.0,1728000.0,229500000.0,1062400000.0,0.3456783294676667,17961.666666666668,1598.666666666667,5205.333333333333,39243.05555553333,40000.0,41500.0,0.0,0.0,100.0,1.9450264572478086,81.0,957.0,106.33333333333331,0.04781758951915474,25189.33333333333,0.051042673301109405,14766150.333333336,0.04727162893520099,732.0,732.0,1434.0,11.0,23186.0,23131.0,64.33333333333333,120.0,56.0,47.0,102780565.33333331,0.0,1733278005.3333333,26470968106.666668,194751573.33333337,1285.0,110.0
